Unnamed: 0,Datetime,Text,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sentiment
4481,2020-04-04 15:58:26+00:00,                                                                                                                                                                                                                                                                                                       KM                                                                                                                                                                                                                                                                                                                  LockdownMarch  Corona ,,,,,0
4482,2020-04-04 15:56:58+00:00,                                                                                                                                                             corona  chinesevirus  ,,,,,0
4483,2020-04-04 15:55:58+00:00,                                             Request                 lockdown                                                                                                                                                         corona                                                                                                                                                                                                                                                                            StayHomeStaySafe  coronavirus   ,,,,,0
4484,2020-04-04 15:54:34+00:00,he Coronavirus is not discriminating between people  so why are we  please issue strict orders against racial discrimination  corona  NoCoronaRacism   Sign the Petition   via ,,,,,-1
4485,2020-04-04 15:53:48+00:00, story fbid                  amp,id=100000102611458 #corona #Covid_19india,,,,0
4486,2020-04-04 15:53:44+00:00,An appeal to the nation from  modernites   Let s curb  corona  Tomorrow on  th April     PM for   minutes  Let s light up the night with our positivity and fight the darkness of  COVID   pandemic together    pmfor minutes  IndiaFightsCorona  TurnOffLight  Positivity  Hope  MPS,,,,,0
4487,2020-04-04 15:51:58+00:00,  Ramayan                                                                                                                                                                                                                                                                                                   corona                                                                                                                            StayHomeStaySafe,,,,,0
4488,2020-04-04 15:50:32+00:00,In webseries      Season   Ep    US president asks people in Los Angeles to Quarantine themselves so as to avoid spread of deadly Cordilla Virus  But Mr  Trump haven t yet   Corona  CoronaLockdown,,,,,-1
4489,2020-04-04 15:42:12+00:00,Only way  India can come out of this crisis is to stay put stay home stay away from each other   don t pray together Namaz nahi padhne Ka Saath Saath apne apne Ghar mein padhe Bhai   Mandir nai jaane Ka Bhai Ghar mein haath jodo  church mein nai   keep everything CLOSED    Corona,,,,,-1
4490,2020-04-04 15:42:02+00:00,                                                           corona                                                                                                                                                     ,,,,,0
4491,2020-04-04 15:40:47+00:00,                                                                                                                                                                                              CoronaOutbreak  IndiaFightsCornona  IslamicCoronaJehad  ArvindKejriwal  Corona  nijamuddin                                      IslamicRepublicVirus,,,,,0
4492,2020-04-04 15:40:10+00:00,he Coronavirus is not discriminating between people  so why are we  please issue strict orders against racial discrimination  corona  NoCoronaRacism   Sign the Petition   via ,,,,,-1
4493,2020-04-04 15:39:58+00:00,PM  ji has given a call to     crore countrymen to end the darkness of Corona epidemic from the country  Keeping in mind the social distancing    Baje Minute on  th April night  COVID  Pandemic  stayhomestaysafe  covid    IndiaFightsCorona  Corona  socialmedia,,,,,-1
4494,2020-04-04 15:37:31+00:00, Maharashtra Home Minister Shri  today distributed  PersonalProtectionEquipment  PPE kits at  PoliceCommissionerate of  Mumbai Police has been doing excellent job during  LockDown  They shd also take care of their own health in combating  Corona infection  he said ,,,,,1
4495,2020-04-04 15:37:25+00:00,he Coronavirus is not discriminating between people  so why are we  please issue strict orders against racial discrimination  corona  NoCoronaRacism   Sign the Petition   via ,,,,,-1
4496,2020-04-04 15:36:59+00:00, copied                                                                                                                                                                                                                                  Corona                                      COVID      CoronavirusPandemic,,,,,0
4497,2020-04-04 15:33:53+00:00,                                                                                                                                                             corona  chinesevirus ,,,,,0
4498,2020-04-04 15:33:05+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     COVID    corona ,,,,,0
4499,2020-04-04 15:32:58+00:00, unitedwestand  narendramodi  coronaviruschina  VirusCorona  china  CoronavirusOutbreak  virus  attack  coronavirusindia  prevention  cure  safe  handhygeine  precaution  measures  wuhancoronavirus  corona  besafe  instruction  staysafe  novelcoronavirus  wuhan  WuhanChina,,,,,0
4500,2020-04-04 15:32:15+00:00,Condition of Muslims in India  More dangerous than  corona virus  World is discussing about relief from  corona and India is busy with Hindu Muslim debate  They just want to destroy our country                                                   ,,,,,-1
4501,2020-04-04 15:31:06+00:00,                                                                                                                                                                                                                                                                                                                                                                                                 Corona                                                                                                                                                                                               HomeQuarantine                                            ,,,,,0
4502,2020-04-04 15:29:47+00:00,Sanitizer is highly flammable  Never ever use near any kind of fire   Corona,,,,,-1
4503,2020-04-04 15:28:44+00:00,he Coronavirus is not discriminating between people  so why are we  please issue strict orders against racial discrimination  corona  NoCoronaRacism   Sign the Petition   via ,,,,,-1
4504,2020-04-04 15:25:17+00:00,                                                                                                                                                                                                                                                                                                                                                                     CoronavirusPandemic  CoronaAlert  CODVID    Corona  NizamuddinMarkaz  lockdown,,,,,0
4505,2020-04-04 15:23:23+00:00, Lockdown                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Corona                ,,,,,0
4506,2020-04-04 15:21:57+00:00,Major missing is getting ready and going to  office Don t know when this  covid thing s gonna get over Desperately waiting for this Lockdown to get over  quarantine  coronavirus  covid    covid     corona     kFU FjY H  igshid  fo kjmyqxv ,,,,,-1
4507,2020-04-04 15:20:33+00:00,                                                                corona,,,,,0
4508,2020-04-04 15:20:06+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Corona,,,,,0
4509,2020-04-04 15:19:02+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Lockdown    lockdown  CoronavirusPandemic  COVID      Corona ,,,,,0
4510,2020-04-04 15:17:33+00:00,                                                                                                                              Corona                                                                                                                                                         ,,,,,0
4511,2020-04-04 15:17:00+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  IndiaFightsCorona  LightofUnity  LightofHope   Corona ,,,,,0
4512,2020-04-04 15:16:44+00:00,                                                                                                                              Corona                                                                                                                                                         ,,,,,0
4513,2020-04-04 15:16:23+00:00,                                                                                                                                                                                                                                 corona                                        DocsNeedGear,,,,,0
4514,2020-04-04 15:15:15+00:00,                                                         CAA                          Corona                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   That s why they are doing so ,,,,,0
4515,2020-04-04 15:13:39+00:00,Private School fee cuts should be made in GURUGRAM haryana  we dont know when our children will go to school now        corona,,,,,-1
4516,2020-04-04 15:12:30+00:00,Here Tablighi spread  corona to all parts of India and we can t even think of punishing them  They are walking with their pants down and the police is trying to pacify them   Will the government have the balls to shoot them or hang them like Saudi does  ,,,,,-1
4517,2020-04-04 15:11:10+00:00,Let s join our hands together and make our nation happily forever  diyas  lights  modi  pm  sunday  corona  stayhome  staysafe  aiims  doctors  torch  flashlight  mbbs  medlife  neet  kota  medicine  dokter,,,,,1
4518,2020-04-04 15:10:01+00:00,Light a Lamp  Candle  Diwa or Torch on   April       pm for  mins  StayHomeSaveLives  lockdown  COVID      UninstallTikTok  CoronavirusPandemic  ZindaHayBhuttoZindaHay  Corona  mayatechnosoft  Webdesign  DigitalMarketingServices    IndiaFightsCorona,,,,,0
4519,2020-04-04 15:07:15+00:00,I m doing the same on all social media accounts for last few days as the hatred is also increasing with more pace than  corona patients in India ,,,,,-1
4520,2020-04-04 15:07:05+00:00,Miss having a pet dog  Coping with  corona would have been much  much easier    ,,,,,-1
4521,2020-04-04 15:06:48+00:00,In  Maharashtra     new  Corona cases were reported today  In  Mumbai      Thane      Amravati      Pimpri Chinchwad     Pune     Now  d total number of infected cases in d State is  far     Patients hv recovered  amp  sent home  says Health Min ,,,,,-1
4522,2020-04-04 15:06:43+00:00,op   WORST  Corona affected States in India       Maharashtra      Tamil Nadu      Delhi      Kerala      Uttar Pradesh      Telengana      Rajasthan      Andhra Pradesh      Madhya Pradesh      Karnataka Total Cases India       Total Deaths      COVID    ,,,,,-1
4523,2020-04-04 15:05:24+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Corona                                                                                                                                                                   ,,,,,0
4524,2020-04-04 15:04:25+00:00,                                                         CAA                          Corona                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   That s why they are doing so ,,,,,0
4525,2020-04-04 15:03:46+00:00,Feeling confused to figure out whether it is just a viral or coronavirus  Don t worry  the coronavirus tests at home are available  So it s time to get you tested       Email  care com Mobile                    corona  criticalillness,,,,,-1
4526,2020-04-04 15:03:45+00:00,Bank cashier killing Corona virus   Only Indians can come up with such ideas  But truely amazing   Corona  IndianJugard  Jugard  COVID      lockdown  CoronavirusPandemic  SaturdayMotivation  StayHomeSaveLives,,,,,1
4527,2020-04-04 15:02:38+00:00,Corona ka ilaz   time ki namaz  lekin apne ghar m    lockdown  Quarantine  corona  COVID  outbreak  hindumuslim  Humanism,,,,,-1
4528,2020-04-04 14:58:53+00:00,                                                                                                                                                                                        Corona                                                                                                                                                                                            Coronafighters                                                                                                                           ,,,,,0
4529,2020-04-04 14:58:30+00:00,My tweed when virus was in China    Now saving myself    What can be more shocking than this Mr       Lanka laga dia hai  Corona nei   ,,,,,-1
4530,2020-04-04 14:54:39+00:00, South Korea  Corona ,,,,,0
4531,2020-04-04 14:53:10+00:00,Markaj ke gandh pe kuchh bol nahi Congress aur aap jis karan desh mei  corona teji se fail rahi hain vote bank ki chinta hain n,,,,,-1
4532,2020-04-04 14:52:02+00:00,                                                                                                                                      corona  MarkazCOVIDSpread  Covid     COVID      Covid  India  covid   italia,,,,,0
4533,2020-04-04 14:51:43+00:00,Is Jaahil Se To  Corona Bhi Thak Gaya ,,,,,0
4534,2020-04-04 14:51:40+00:00,Agewise cases of  Corona virus outbreaks across the country    of patients      years old     of patients        years old     of patients        years old     of patients over    years of age Informs   CoronaUpdates  IndiaFightsCorona  MaharashtraFightsCorona,,,,,-1
4535,2020-04-04 14:51:28+00:00,kal   april ko kuch nasedi log toh cigrate jala ke baith jaege    corona  lockdown,,,,,0
4536,2020-04-04 14:50:38+00:00,In this task Village Panchayats along with police can be used to achieve this  This will ensure practice of  SocailDistancing in this  Lockdown against  Corona ,,,,,1
4537,2020-04-04 14:50:36+00:00,Govt needs to ensure that there is no crowd at bank branches  Instead people visiting banks  banks should be asked go to villages to distribute money using  JanDhanAccount  amp   Aadhar  Every bank branch can be allotted a number of villages    Corona  lockdown,,,,,0
4538,2020-04-04 14:50:20+00:00,equesting you don   t behave like RahulJi I hope aap samjh gayi hogi abhi  corona se hi lare politics fayede ke liye rumours n failai aur thoda fact check kar le  Modi ko badnam karne ke chakkar mei n rahe  India knows whole world praising WHO praising d way he is working,,,,,1
4539,2020-04-04 14:48:47+00:00, Telemedicine solutions have seen an exponential surge during  COVID    Government s ease on regulations has made it more accessible for  patients to access  healthcare services from home     IndiaFightsCorona  StayHomeStaySafe  WeAreInThisTogether  Corona ,,,,,1
4540,2020-04-04 14:44:33+00:00,I wish there were some open rooms where people can just connect and vent their frustration of being in lockdown   Doesnt matter who listens  as all feels the same  corona  lockdown,,,,,0
4541,2020-04-04 14:44:07+00:00, fighting to  corona sleeplessly no  can raise q not only  India he has gathered whole world in   platform you can   t beat his working style d way he is getting update n watching closely you can never do see such Gawar type neta jo elect ko leke desh ko gumrah kar rah,,,,,-1
4542,2020-04-04 14:43:45+00:00, metrowalk  dillihaat  pitampura  coronamemes  cbse  corona  shalimarbagh  boardexam  lockdown  covid     coronavirusitalianews  rohini  shalimarbaghdelhi  cbse    teachingjobs  teaching  teachingjob  delhi     kA JwDXve  igshid  djuqzj aw  n,,,,,0
4543,2020-04-04 14:43:20+00:00,A very special thanks to our Hon ble Vice Chairman Mr  Sohil Chadha for guiding us and rendering inevitable support in the implementation of the successful Online Classrooms   bestdentalcollege  topdentalcollege  stayhome  staysafe  corona  onlineclassroom  BDS  MDS  COVID    ,,,,,1
4544,2020-04-04 14:41:42+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       corona  lockdown,,,,,0
4545,2020-04-04 14:38:53+00:00, ArvindKejriwal claims making efforts that  Corona should not spread but keeping  NizamuddinMarkaz evacuees in middle of SAKET which has     SeniorCitizens without caring recent reports  COVID   is airborne  amp  travels a good distance  If any one infected it will create havoc ,,,,,1
4546,2020-04-04 14:38:11+00:00, India watching all opposition like       don   t spread rumour n support   n country don   t do politics  corona ye nahi dekhega ki aap kaun ho we all knows fully dat PM doing well     ,,,,,1
4547,2020-04-04 14:35:09+00:00, TablighiJamat and  corona ,,,,,0
4548,2020-04-04 14:34:29+00:00,Darwin s Theory of survival   Organisms best adjusted to their environment are the most successful in surviving and reproducing  We all know at start it was organisms and in the end it will be organisms so stop playing religions communities Countries  StayHomeStaySafe  Corona,,,,,1
4549,2020-04-04 14:32:11+00:00,Neither Clapping eradicated nor Lighting a Lamp will eradicate  CORONA from India but these are the symbols of national solidarity and collective will of we the people  So I am going to light lamp tomorrow to express my solidarity to strengthen the national will   lightadiya,,,,,1
4550,2020-04-04 14:32:00+00:00, TeamCafpIndia is keeping their fight on against  Corona  PayTm PhonePay GooglePay              CafpIndiaVsCorona  SaveCafpstarsFirst  SocialDistancingNow,,,,,-1
4551,2020-04-04 14:31:59+00:00,Free   premium guest post Paid   link from article text Free   link from author bio Website   letsaskme  Com Website   milford now  Com  guestpost  free  corona  googlenews  health  Lifestyle  ,,,,,1
4552,2020-04-04 14:30:32+00:00,Neki kar  twitter mein daal taaki aur log karen   Corona ,,,,,0
4553,2020-04-04 14:30:21+00:00, Corona                                                                                                                                                                                                                                                                                                                                                  PPE                                                                                                                                                                                                                                                                    CoronavirusPandemic,,,,,0
4554,2020-04-04 14:28:12+00:00,his is how sky looks like these days  Clear  soothing and relaxing            sky  skyphotography  clear  soothing  relax  relaxing  covid  corona  days  lockdown  instagram  instagram  instalife  insta  instalike     j Lgwlsuv  igshid    byfjj  zpk,,,,,1
4555,2020-04-04 14:27:36+00:00,  Merz and  R  ttgen look like logged out  shine for it  Spahn and  S  der   As the  Corona Crisis shifts the weights in the Union ,,,,,-1
4556,2020-04-04 14:26:33+00:00,You are right  But you would also realise that  corona spread from the   th pic case only  Let  Indians know on how many got Corona from the  st three pic cases  Yes   even those    events should not have happened in that way   may be Video Conf    but still no Corona cases ,,,,,0
4557,2020-04-04 14:26:22+00:00,Guidance for  diabetes during  Corona times   coronavirusindia,,,,,0
4558,2020-04-04 14:24:21+00:00, CoronavirusPandemic  coronavirus  UninstallTikTok  Corona  Covid     ChineseVirus    WuhanVirus  ChinaCoronaVirus  ChinaLiedPeopleDied Four T s that will hurt  China the most    Tibet   Taiwan   Tiananmen Square    Trade  hitting the China at the right spot ,,,,,-1
4559,2020-04-04 14:22:10+00:00, corona                                                                                                                                                                                                                                                                                                                                                               handwash         ,,,,,0
4560,2020-04-04 14:21:35+00:00,India is not testing enough to fight  Corona   RahulGandhi ,,,,,-1
4561,2020-04-04 14:17:11+00:00,Sickulars   TablighiJamaat  Corona ,,,,,0
4562,2020-04-04 14:16:52+00:00,Why  China purchased         body bags its due to  corona anybody have any answer      ,,,,,0
4563,2020-04-04 14:15:31+00:00, TablighiJamaat  Tablighis  TableeghiJamaat  COVID      Covid     StayHome  Corona  StayAtHome  StayHomeSaveLives,,,,,0
4564,2020-04-04 14:13:54+00:00,Utilize your time during the lockdown  Find out the best services for your business on  visit and inquiry now   corona  covid    lockdown  lockdowninindia  narendramodinewsoncorona  sanitizer  lockdownindia    dayslockdown  coronalockdown  Stayhome,,,,,1
4565,2020-04-04 14:13:27+00:00,                                                                                                                                                                                                                                                                                                                                                  Coronafighters  corona  CoronaOutbreak      ,,,,,0
4566,2020-04-04 14:13:18+00:00,Check your symptoms for  Coronavirus right at your home  with   Covid    India tool   CoronaHaaregaIndiaJeetega  JioSymptomChecker  COVID  Tool  jiotogether  COVID      Covid     StayHome  Lockdown  Corona  StayHomeSaveLives  StayAtHome  StaySafe,,,,,0
4567,2020-04-04 14:12:07+00:00,                                                                                                                                                                                                                                                                                                                                             empathy                                                                              Covid     Corona  bharatpur UNHRC,,,,,0
4568,2020-04-04 14:11:18+00:00,Please save  IndianMuslims from Some Extremists Leaders of majority community in our  india who are threatening to Shoot  amp  massacre  muslims here in the name of  Corona  IndianMuslimslnDanger from  RajThackeray  amp   YogiGovernment    MediaDalal SanghiKejriwal      ,,,,,-1
4569,2020-04-04 14:11:16+00:00, JustIn   India  Largest single day rise in  coronavirus cases       new cases in    hrs  Total no of cases         Total no  of deaths rise to     COVID      CoronavirusPandemic  Corona  CoronaUpdatesInIndia  coronavirusindia  coronavirusinindia  Covid   india  Covid  India,,,,,-1
4570,2020-04-04 14:09:31+00:00,How to make a mask at home   Corona  COVID      Covid   india  COVID  ,,,,,0
4571,2020-04-04 14:09:26+00:00,An Appeal for illuminations to students teachers and non teaching staff by the VC JMI  to show solidarity with all agencies waging war against the deadly COVID           IndiaFightsCOVID    Corona ,,,,,-1
4572,2020-04-04 14:08:08+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Corona ,,,,,0
4573,2020-04-04 14:07:42+00:00,Cautiously optimistic  corona  fightagainstcorona httpss   m economictimes com news science us scientists link bcg vaccination with fewer covid    cases indian scientists hopeful but cautious articleshow          cms,,,,,1
4574,2020-04-04 14:07:36+00:00,Such heart touching gestures are happening daily around us   Corona has made all of us more human  Thank you  ,,,,,1
4575,2020-04-04 14:07:21+00:00,Didn t know Delhi has a Port Minister   COVID      SaturdayThoughts  CoronavirusPandemic  Corona  staysafe,,,,,0
4576,2020-04-04 14:06:18+00:00,                                                                                                                                                                                                                              Placenta blocks this virus   corona  CoronaKoDhona  ,,,,,-1
4577,2020-04-04 14:04:04+00:00,Person who used to threaten people from different states and religious groups are talking of harmony  Man who participated in mosque demolition is trying to be secular and liberal  Thanks a lot to  Corona,,,,,1
4578,2020-04-04 14:01:02+00:00,Ab customers se payments accept karein ghar baithe baithe  BharatPe free SMS link ke saath   BharatPe  coronavir  s  coronavirusindia  besafe  staysafe  corona  sirfdukandarkeliye  UPI  GoDigital  pay  qrcode  easypay  cashless  NPCI  BHIMUPI  BadloDukandariKaTarika,,,,,1
4579,2020-04-04 13:59:17+00:00,                                                                                                                                      Lockdown                                                                                           coronaupdatesindia  StayHomeSaveLives  Corona ,,,,,0
4580,2020-04-04 13:58:34+00:00,No of cases increasing day by day and people are not staying at home  we request you to understand this hard time and stay at home  coronavirus  covid    Corona  stayhome  staysafe,,,,,-1
4581,2020-04-04 13:58:10+00:00,                                                                                                                                                   Corona,,,,,0
4582,2020-04-04 13:56:09+00:00,It   s simple  stay at home and stay away from the Corona Virus         StayHomeStaySafe  stayhome  stayhealthy  lockdown  isolation  socialdistancing  physicaldistancing  distancing  corona  coronavid    covid  indialockdown,,,,,0
4583,2020-04-04 13:55:58+00:00,Punjab Media Bulletin  Corona ,,,,,0
4584,2020-04-04 13:54:14+00:00,                                                                                                                                                                                           Jashnepoetry  alfazmere  Poetry  Kavisammelan  Shayari  Corona  Covid      daylockdown  Love,,,,,1
4585,2020-04-04 13:53:22+00:00,                                                                              Corona                                                                                                                             amp   amp                                 NRC NPR                                                                                                                                                                                                                                                                                                                                                 ,,,,,0
4586,2020-04-04 13:52:23+00:00,Disturbing creative  but brutally honest  Madrassas should be closed and such cult leaders jailed   corona  india  ArrestKejariwal  CoronaVillains  CoronaJihad,,,,,-1
4587,2020-04-04 13:51:11+00:00,you r doing fabulous work but    plz appeal from sikh community to     do not distribute langar in Shaheen bagh in future    you can see tha real consequences of tabligi jamat   they r the real  CORONA,,,,,1
4588,2020-04-04 13:50:44+00:00,Number of  Corona positive cases in  Pakistan expected to rise to    thousand by April     Pak govt tells Supreme Court   CoronaVirusPakistan  CoronaOutbreak,,,,,1
4589,2020-04-04 13:49:41+00:00,Imagine the machinery put to use by the government to protect us  They could   ve been doing something else to fight  Corona but for  TablighiJamaat,,,,,0
4590,2020-04-04 13:49:10+00:00,                                                                                                                                                                                                                                                     Corona  kanikakapur,,,,,0
4591,2020-04-04 13:47:12+00:00,                                                                                                                                                                                                                                                                                                                                                                                      Corona  coronavirus  Coronafighters,,,,,0
4592,2020-04-04 13:47:00+00:00,                                                                                                                                                                                                  Arvindkejriwal  corona ,,,,,0
4593,2020-04-04 13:45:35+00:00,his is fraud   BEWARE  corona  lockdown ban these accounts        ,,,,,-1
4594,2020-04-04 13:45:02+00:00,                                                                                                                            Corona                                                                                                    YouthFightsCorona  YAAC,,,,,0
4595,2020-04-04 13:44:36+00:00,                                                                                                                                                                                                                 TablighiJamaat  NizamuddinMarkaz   ArvindKejriwal  DrKhalidAnwar  CORONA  Lockdown       ,,,,,0
4596,2020-04-04 13:44:31+00:00,Many young individuals and social organizations are putting their all efforts in war against  Corona  Come let us contribute in fight against Covid      YouthFightsCorona Fill the Google form  amp, join the movement:,,,,-1
4597,2020-04-04 13:44:14+00:00, Hope you both don t mind me adding to Tagore s lyrics with an extra word in caps added by myself  Into that heaven of freedom  my Father  let my country awake   amp  SAVED  from  Corona   CoronaVirus  coronaupdatesindia,,,,,1
4598,2020-04-04 13:42:03+00:00,                                                                                                               Raebareli        Coronawarriors  Corona  Lockdown                                                                        e  a  ae e  a  a  e  a     e  a  b   e  a     e  a      e  a  b  e  a  be e  a  a   e  a  aa e  a     e  a  b  e  a  be  e  a     e  a     e  a   f e  a  ae e  a   f  e  a     e  a  af e  a  be ,,,,,0
4599,2020-04-04 13:41:46+00:00, COVID   seems not just a worldwide pandemic situation  It is getting even worst  People are now playing with religious sentiments  Better to be safe  amp, take all the precautions. This is an art done by me. Please spread awareness. #CoronavirusPandemic #Corona #CoronaStopKaroNa,,,,0
4600,2020-04-04 13:41:37+00:00,Why is the health department investing so much time and resources to  corona patients of  TablighiJamaat if they can t appreciate it  It would be better to let these people die miserably meanwhile focus on others  TabligiJamaatVirus  Covid   india  COVID  outbreak  CoronaVillains,,,,,-1
4601,2020-04-04 13:41:03+00:00, JustIn  UK  coronavirus deaths rise to             new deaths in    hours  Cases rise to               new cases  CoronavirusOutbreak  Corona  COVID  outbreak  COVID  Pandemic  COVID      COVID    CoronavirusUK  covid  UK  CoronavirusPandemic  Covid     COVID  UK,,,,,-1
4602,2020-04-04 13:39:37+00:00, Corona  StayHomeSaveLives  StaySafe  COVID  ,,,,,0
4603,2020-04-04 13:39:20+00:00,One Positive outcome of  Corona is that Mother Nature is healing itself Rapidly And we are seeing a lot of things which we haven t even imagined  Himalayas Visible from Amritsar  Whales at Bombay High  Clear Blue sky  Chirping of Birds in Delhi  MotherNature  QuarantineEffects,,,,,1
4604,2020-04-04 13:35:46+00:00,Maintain a healthy diet to boost your immune system  LifelineLaboratory  Covid  Covid     Covid    Coronavirus  Corona  Pandemic  StayHome  StaySafe  Laboratory  j LV p fU  igshid e jejlhi oq ,,,,,1
4605,2020-04-04 13:35:37+00:00, he has never visited a beach in his life   let him enjoy   we can be in lockdown for sometime         workfromhome  StayAtHomeSaveLives  CoronaOutbreak  Corona  COVID    CoronavirusEffect  wfh  workingfromhome  CoronavirusLockdown  LockdownNow  CoronavirusPandemic,,,,,1
4606,2020-04-04 13:35:36+00:00,We got our own version of Kamran Akmal     Corona  COVID  outbreak  MamtaBanerjee ,,,,,-1
4607,2020-04-04 13:33:57+00:00,                                                                                                      corona                                  ,,,,,0
4608,2020-04-04 13:32:20+00:00,                 Corona                                                        NewsTop                                                  CoronaUpdatesOnTV     CoronaVirusUpdate,,,,,0
4609,2020-04-04 13:31:56+00:00,ablighi                                                                                                                                    Health Ministry                                                                               Corona                                                                                     ,,,,,0
4610,2020-04-04 13:31:22+00:00,India is not following the rules in this case  Prime minster to take strict instruction  Who will not follow the rules shot them  Because People of Markas are terrorists for India   Narendermodi  Corona  COVID  ,,,,,-1
4611,2020-04-04 13:31:07+00:00, Corona Virus                                                                 lockdown                                        EDMC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,,0
4612,2020-04-04 13:30:10+00:00,Lockdown                                                                                                                                                                                                                 FIR  news greater noida news fir will register against mother roaming with child during lockdown              corona  lockdown,,,,,1
4613,2020-04-04 13:27:56+00:00,India is not following the rules in this case  Prime minster to take strict instruction  Who will not follow the rules shot them  Because People of Markas are terrorists for India   Narendermodi  Corona  COVID  ,,,,,-1
4614,2020-04-04 13:27:26+00:00,New video about  corona is up go watch now  Link in   covid    covid  virus  homeadventures  stayhome  coronacurfew  coronaindia  indiafightscorona  familygoals  quotesforlifeandbeyond  beyourselftofreeyourself  coronavirusoutbreak  coronadelhi,,,,,0
4615,2020-04-04 13:25:57+00:00, Corona Virus                                                                 lockdown                                        EDMC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,,0
4616,2020-04-04 13:23:09+00:00,   daysLockdown The World is Closed for Renovation  Grand Opening Soon  SaturdayThoughts  SaturdayMotivation  SundayMotivation  CoronavirusPandemic  Corona  CoronaUpdatesInIndia  CoronaStopKaroNa  staysafe  COVID  outbreak,,,,,1
4617,2020-04-04 13:21:56+00:00,                                                                                                                                                                                                      lockdown  corona  COVID                      ,,,,,0
4618,2020-04-04 13:21:17+00:00,It took a lockdown to clean yamuna river  Wondering where was all of those crores of rupees used by the government   Yamuna  YamunaRiver  CleanYamunaRiver  COVID      lockdown  StayHome  Corona  QuarantineLife,,,,,1
4619,2020-04-04 13:19:20+00:00, baggers be like something is better than nothing jake chaddi se bane mask pehan warna  corona ho jayega tujhe  bhikharan,,,,,1
4620,2020-04-04 13:19:16+00:00, Corona  India Jihadis world is locked down  take a break  no work to do  Nizamuddin incident Indian Media  This is corona jihad Jihadis  what an idea sir ji After   months India media  Search is carrying out to find out master mind of  CoronaJihad  ZeeNews  ABPnews  IndiaTV,,,,,-1
4621,2020-04-04 13:17:05+00:00,                                                                                                                                                         corona  covid    lockdown,,,,,0
4622,2020-04-04 13:13:56+00:00,hese    days have brought a set of challenges for all of us  Hampering our  MentalHealth  Let   s discuss what   s the most difficult thing about  lockdown for you   Retweet this and support each other in this fight together   COVID      Corona  LockdownQuestions  coronavirus,,,,,0
4623,2020-04-04 13:13:04+00:00,                                                                     jaishreeram        indiafightscorona  coronastorytime  coronastopkarona  corona  stop  karona  plz  india  lockdown  time  please  stayhomestaysafe                j lLbDgMZ  igshid cuif k qoz i,,,,,0
4624,2020-04-04 13:12:28+00:00,                                                                                                                                                                                                                                                       Corona         COVID      CoronaVillains  SaveHumanity,,,,,0
4625,2020-04-04 13:11:38+00:00,Aawaz ke sath padne                  se bhi  Corona mar jata hai  Apne gharon me jor jor se paden  take Corona wahan tik na paye                                         ,,,,,0
4626,2020-04-04 13:10:52+00:00,                                                                                                                                                                                                                       Raaggiri                                                                                                                                                                                                  Corona    daysLockdown            StayHome                                                                                         SachinPalak       ,,,,,0
4627,2020-04-04 13:10:29+00:00,   March    PM   Whole of India unitedly thanked Corona Warriors     April    PM   Whole of India will unitedly eliminate the darkness of  Corona by lighting Diya   candle  torch or mobile flashlights by remaining inside the  Lakshman Rekha    IndiaFightsCorona   baje minute,,,,,-1
4628,2020-04-04 13:07:24+00:00, who allowed this  Why when  corona threat were already peaking   ,,,,,-1
4629,2020-04-04 13:07:12+00:00, Corona                                                                                                         PMModi                                 baje minute  DiyaJalaoBharatJodo,,,,,0
4630,2020-04-04 13:03:58+00:00,I want to tell Indian Media agencies    as of now only Aaurved can save you from  Corona    ,,,,,1
4631,2020-04-04 13:03:05+00:00,Message from a WA group admin   To avoid unwanted forwards of unauthentic info on  Corona group posting is disabled till situation improves  Posting will be managed by Admins  If you want to share some message please get in touch with admin  That s how it should b ,,,,,1
